Legal Name,Contract Name,Services Included in Services Contract,Name of Services Contract,Vubiquity Party to Service(s) Contract,Territory(ies) Included in Contract,Applicable Countries,Territory Notes
Nelvana International Limited (Africa/MENA),Nelvana - Amdt#1 to 2014 SVOD Content Licensing Agreement - Services,SVOD,z_VOD Content License Agreement,Vubiquity Management Limited,"Africa, MENA",,"Per Amdt#1: ""Tenitory: South Africa, Nigeria, Botswana, Kenya, Rwanda, Zimbabwe, United Arab Emirates, Qatar, Morocco, Zambia and Ghana, subject to paragraph 2(f).

South Africa, Nigeria, Botswana, Kenya, Rwanda, Zimbabwe, United
Arab Emirates, Qatar, and Morocco, subject to paragraph 2(1)."
Nelvana International Limited,Nelvana - Amdt#1 to 2015 SVOD Content License Agrmt - Latam/Carib - Services,SVOD,z_VOD Content License Agreement,Vubiquity Management Limited,"Caribbean, LATAM",,
Nelvana International Limited (Africa/MENA),Nelvana - Amdt#2 to 2014 SVOD Content Licensing Agreement - Services,SVOD,z_VOD Content License Agreement,Vubiquity Management Limited,"Africa, MENA",,"Per Amdt#2 ""Territory: Botswana, Cyprus, Democratic Republic of the Congo, Ghana, Kenya,
Lesotho, Madagascar, Mozambique, Nigeria, Oman, Qatar, Rwanda, Seychelles,
South Africa, Tanzania, Uganda, United Arab Emirates, Zambia and Zimbabwe
subject to paragraph 2(f).""


Per Amdt#1: ""Tenitory: South Africa, Nigeria, Botswana, Kenya, Rwanda, Zimbabwe, United Arab Emirates, Qatar, Morocco, Zambia and Ghana, subject to paragraph 2(f).

South Africa, Nigeria, Botswana, Kenya, Rwanda, Zimbabwe, United
Arab Emirates, Qatar, and Morocco, subject to paragraph 2(1)."
Nelvana International Limited,Nelvana - Amdt#2 to 2015 SVOD Content License Agrmt - Latam/Carib - Services,SVOD,z_VOD Content License Agreement,Vubiquity Management Limited,"Caribbean, LATAM",,
Nelvana International Limited (Africa/MENA),Nelvana - Amdt#3 to 2014 SVOD Content Licensing Agreement - Services,SVOD,z_VOD Content License Agreement,Vubiquity Management Limited,"Africa, MENA",,"Per Amdt#2 ""Territory: Botswana, Cyprus, Democratic Republic of the Congo, Ghana, Kenya,
Lesotho, Madagascar, Mozambique, Nigeria, Oman, Qatar, Rwanda, Seychelles,
South Africa, Tanzania, Uganda, United Arab Emirates, Zambia and Zimbabwe
subject to paragraph 2(f).""


Per Amdt#1: ""Tenitory: South Africa, Nigeria, Botswana, Kenya, Rwanda, Zimbabwe, United Arab Emirates, Qatar, Morocco, Zambia and Ghana, subject to paragraph 2(f).

South Africa, Nigeria, Botswana, Kenya, Rwanda, Zimbabwe, United
Arab Emirates, Qatar, and Morocco, subject to paragraph 2(1)."
Nelvana International Limited (Africa/MENA),Nelvana - Amdt#4 to 2014 SVOD Content Licensing Agreement - Services,SVOD,z_VOD Content License Agreement,Vubiquity Management Limited,"Africa, MENA",,"Per Amdt#2 ""Territory: Botswana, Cyprus, Democratic Republic of the Congo, Ghana, Kenya,
Lesotho, Madagascar, Mozambique, Nigeria, Oman, Qatar, Rwanda, Seychelles,
South Africa, Tanzania, Uganda, United Arab Emirates, Zambia and Zimbabwe
subject to paragraph 2(f).""


Per Amdt#1: ""Tenitory: South Africa, Nigeria, Botswana, Kenya, Rwanda, Zimbabwe, United Arab Emirates, Qatar, Morocco, Zambia and Ghana, subject to paragraph 2(f).

South Africa, Nigeria, Botswana, Kenya, Rwanda, Zimbabwe, United
Arab Emirates, Qatar, and Morocco, subject to paragraph 2(1)."
Neo Fillms Production and Film Distribution (SEE- SVOD),Neo Films (SEE) - 2018 SVOD Content License Agreement - Services,SVOD,z_VOD Content License Agreement,Vubiquity Management Limited,SEE,SEE:Cyprus,
Virgin Media Limited(FilmFlex),NTL(Virgin)(FilmFlex) - 2004 VOD Services Agreement - Services,TVOD,z_VOD Services Agreement,FilmFlex,Europe,,"""Territory"" means the United Kingdom, the Isle of Man and the Channel Islands, and subject to satisfaction of the threshold requirements referred to in clause 2.4 shall include the Republic of lreland"
OCILlON IPTV Technologies GmbH,Ocilion - Amendment #1 to 2012 VOD Services Agreement - Services,TVOD,z_VOD Services Agreement,OD Deutchland,GAS,,
OCILlON IPTV Technologies GmbH,Ocilion - Amendment #2 to 2012 VOD Services Agreement - Services,TVOD,z_VOD Services Agreement,OD Deutchland,GAS,,
OCILlON IPTV Technologies GmbH,Ocilion - Amendment #3 to 2012 VOD Services Agreement - Services,TVOD,z_VOD Services Agreement,OD Deutchland,GAS,,
OCILlON IPTV Technologies GmbH,Ocilion - Amendment #4 to 2012 VOD Services Agreement - Services,TVOD,z_VOD Services Agreement,OD Deutchland,GAS,,
OCILlON IPTV Technologies GmbH,Ocilion - Amendment #6 to 2012 VOD Services Agreement - Services,TVOD,z_VOD Services Agreement,OD Deutchland,GAS,,
OCILlON IPTV Technologies GmbH,Ocilion - VOD Services Agreement - Services,TVOD,z_VOD Services Agreement,OD Deutchland,GAS,,
Off the Fence B.V (SEE/AFRICA/MIDDLE EAST),Off the Fence B.V (SEE/AFRICA/M.EAST) - 2013 S/TVOD Cont Licen Agrmt - Services,"SVOD, TVOD",z_VOD Content License Agreement,Vubiquity Management Limited,"Africa, Asia, Europe, MENA",,"Greece, Cyprus, Malta, Former Yugoslavia (including: Serbia, Slovenia, Croatia, Macedonia, Montenegro, Kosovo, Bosnia~Herzegovina}, Bulgaria, Romania, Poland, Hungary, Middle East & North Africa (to Include: UAE, Abu Dhabi, Iran, Iraq, Jordan, Kuwait, lebanon, Oman, Qatar, Saudi, Syria; Yemen, Algeria, Egypt, Libya Morocco}, France,·Senegal, Tahiti..- Dom-Tom, Nigeria, South Africa, and Turkey plus two additional territories as elected by Licensee and subject. to licensor approval not to be unreasonably withheld."
Off the Fence B.V (SEE/AFRICA/MIDDLE EAST),Off the Fence SEEAFRICAMEAST - Ltr Amd 1 2013 S/TVOD Cont Licen Agmt - Services,"SVOD, TVOD",z_VOD Content License Agreement,Vubiquity Management Limited,"Africa, Asia, Europe, MENA",,"Greece, Cyprus, Malta, Former Yugoslavia (including: Serbia, Slovenia, Croatia, Macedonia, Montenegro, Kosovo, Bosnia~Herzegovina}, Bulgaria, Romania, Poland, Hungary, Middle East & North Africa (to Include: UAE, Abu Dhabi, Iran, Iraq, Jordan, Kuwait, lebanon, Oman, Qatar, Saudi, Syria; Yemen, Algeria, Egypt, Libya Morocco}, France,·Senegal, Tahiti..- Dom-Tom, Nigeria, South Africa, and Turkey plus two additional territories as elected by Licensee and subject. to licensor approval not to be unreasonably withheld.

Per Amnd #1: The Licensee elects Zambia and Zimbabwe as additional Territories."
Off the Fence B.V (SEE/AFRICA/MIDDLE EAST),Off the Fence SEEAFRICAMEAST - Ltr Amd 2 2013 S/TVOD Cont Licen Agmt - Services,"SVOD, TVOD",z_VOD Content License Agreement,Vubiquity Management Limited,"Africa, Asia, DOMTOM, Europe, MENA",,"Greece, Cyprus, Malta, Former Yugoslavia (including: Serbia, Slovenia, Croatia, Macedonia, Montenegro, Kosovo, Bosnia~Herzegovina}, Bulgaria, Romania, Poland, Hungary, Middle East & North Africa (to Include: UAE, Abu Dhabi, Iran, Iraq, Jordan, Kuwait, lebanon, Oman, Qatar, Saudi, Syria; Yemen, Algeria, Egypt, Libya Morocco}, France,·Senegal, Tahiti..- Dom-Tom, Nigeria, South Africa, and Turkey plus two additional territories as elected by Licensee and subject. to licensor approval not to be unreasonably withheld.

Per Amnd #1: The Licensee elects Zambia and Zimbabwe as additional Territories."
Off the Fence B.V (SEE/AFRICA/MIDDLE EAST),Off the Fence SEEAFRICAMEAST - Ltr Amd 3 2013 S/TVOD Cont Licen Agmt - Services,"SVOD, TVOD",z_VOD Content License Agreement,Vubiquity Management Limited,"Africa, Asia, DOMTOM, Europe, MENA",,"Greece, Cyprus, Malta, Former Yugoslavia (including: Serbia, Slovenia, Croatia, Macedonia, Montenegro, Kosovo, Bosnia~Herzegovina}, Bulgaria, Romania, Poland, Hungary, Middle East & North Africa (to Include: UAE, Abu Dhabi, Iran, Iraq, Jordan, Kuwait, lebanon, Oman, Qatar, Saudi, Syria; Yemen, Algeria, Egypt, Libya Morocco}, France,·Senegal, Tahiti..- Dom-Tom, Nigeria, South Africa, and Turkey plus two additional territories as elected by Licensee and subject. to licensor approval not to be unreasonably withheld.

Per Amnd #1: The Licensee elects Zambia and Zimbabwe as additional Territories."
Planetworks S.A,Oh My God - 2011 SVOD/TVOD License Agreement - Services,"SVOD, TVOD",z_VOD Content License Agreement,ODM,"Asia, Europe",,
Planetworks S.A,Oh My God - Amdmt 1 - SVOD/TVOD License Agmt - Services,"SVOD, TVOD",z_VOD Content License Agreement,ODM,,,
Planetworks S.A,Oh My God (Planetworks) - Assignment & Amdmt 2 - S/TVOD License Agmt - Services,"SVOD, TVOD",z_VOD Content License Agreement,ODM,,,
TNL PCS. S./A.,Oi - VOD Sales Order - 4th Amend - Services,"SVOD, TVOD",z_VOD Services Agreement,Vubiquity Management Limited,,,
Ooredoo,Ooredoo - Amendment #1 to VOD Services Agreement - Services,"Content Processing, SVOD, TVOD",z_VOD Services Agreement,Vubiquity Management Limited,Asia,ASIA:Qatar,
Ooredoo,Ooredoo - Amendment #2 to VOD Services Agreement - Services,"Content Processing, SVOD, TVOD",z_VOD Services Agreement,Vubiquity Management Limited,Asia,ASIA:Qatar,
Ooredoo,Ooredoo - Amendment #3 to VOD Services Agreement - Services,"Content Processing, SVOD, TVOD",z_VOD Services Agreement,Vubiquity Management Limited,Asia,,
Ooredoo,Ooredoo - Amendment #5 to VOD Services Agreement - Services,"Content Processing, SVOD, TVOD",z_VOD Services Agreement,Vubiquity Management Limited,"Africa, Asia",,
TOFG LLC (TVOD - WorldWide),Orchard (Worldwide) 2016 TVOD Content License Agreement - Services,"PPV, TVOD",z_VOD Content License Agreement,Vubiquity Management Limited,Worldwide,,
TOFG LLC (TVOD - WorldWide),Orchard (Worldwide) Amdt#1 to 2016 TVOD Content License Agreement - Services,"PPV, TVOD",z_VOD Content License Agreement,Vubiquity Management Limited,Worldwide,,EXCLUDING: LATAM
OTT Chile S.A.,OTT Chile - VOD Carriage and Service Agreement - Services,"SVOD, TVOD",z_VOD Services Agreement,ODM,LATAM,LATAM:Chile,
OTT Pacifico S.A.,OTT Pacifico - 2013 Carriage and Service Agreement - Services,"Content Processing, SVOD, TVOD",z_VOD Services Agreement,ODM,"LATAM, Mexico",,Mexico and Latin America excluding Brazil
OTT Pacifico S.A.,OTT Pacifico - Carriage and Service Agreement - Amend 1 - Services,"Content Processing, SVOD, TVOD",z_VOD Services Agreement,ODM,"LATAM, Mexico",,Mexico and Latin America excluding Brazil
Outplay S.A.R.L,Outplay - 2017 TVOD Content License Agreement - Services,TVOD,z_VOD Content License Agreement,Vubiquity Management Limited,"Caribbean, LATAM, Mexico",,"For the included Programme ""In The Grayscale"":
Anguilla, Antigua & Barbuda, Aruba, Bahamas, Barbados, Belize, Bermuda,Bolivia, Brazi l, British Virgin Islands, Cayman Islands, Colombia, Costa Rica, Cuba, Dominica, Dominican Republic, Ecuador, French Guiana, Grenada, Guadeloupe, Guyana, Haiti, Jamaica, Martinique, Mexico, Montserrat, Nicaragua, Peru, Saint Barthelemy, St Vincent and Grenadines, St. Kitts & Nevis, St. Lucia, Suriname, Trinidad & Tobago, Turks & Caicos islands, Uruguay, Venezuela

For the included Programme ""Esteros"":
Anguilla, Antigua & Barbuda, Aruba, Bahamas, Barbados, Belize, Bermuda, Bolivia, British Virgin islands, Cayman Islands, Chile, Colombia, Costa Rica, Cuba, Dominica, Dominican Republic, Ecuador, French Guiana, Grenada, Guadeloupe, Guyana, Haiti, Jamaica, Martinique, Mexico, Montserrat, Nicaragua, Panama, Peru, Saint Barthelemy, St Vincent and Grenadines, St. Kitts & Nevis, St. Lucia, Suriname, Trinidad & Tobago, Turks & Caicos Islands, Uruguay, Venezuela"
P.C.V. S.A.,P.C.V. - 2017 SVOD Licensing Agreement - Services,SVOD,z_VOD Content License Agreement,Vubiquity Management Limited,SEE,SEE:Cyprus,
Paramount Pictures Global (TVOD - SEE),Paramount - 2008 License Agreement - Services,TVOD,z_VOD Content License Agreement,ODM,SEE,,"	Per Amdt #1: Paramount hereby exercises the option to extend the Output Term an additional one
(1) year of the Renewal Term. Accordingly, the Agreement will now extend through to
September 30, 2017."
Paramount Pictures Global (TVOD - SEE),Paramount - Distribution Term Sheet - Services,TVOD,z_VOD Content License Agreement,Vubiquity Management Limited,SEE,,"Cyprus, Malta, Serbia, Slovenia, Croatia, Montenegro, Bosnia and Herzegovina


Reference is made to the Output Term of the Video-On-Demand License Agreement,
effective as of September 30, 2008, as extended and amended to date to cover the Territories
of Bulgaria, Croatia, Malta, Montenegro, Serbia and Slovenia"
Paramount Pictures Global (TVOD - SEE),Paramount - License Agreement - Letter of Extension 3/Amdt #1 - Services,TVOD,z_VOD Content License Agreement,Vubiquity Management Limited,SEE,,"Reference is made to the Output Term of the Video-On-Demand License Agreement,
effective as of September 30, 2008, as extended and amended to date to cover the Territories
of Bulgaria, Croatia, Malta, Montenegro, Serbia and Slovenia"
Paramount (EST/TVOD-Africa),Paramount (Africa) - 2017 EST/TVOD Content License Agreement - Services,"EST, TVOD",z_VOD Content License Agreement,Vubiquity Management Limited,Africa,,"Ghana, Ivory Coast, Nigeria, Kenya, South Africa, Swaziland, Uganda, Zambia, Zimbabwe, Cameroon, Liberia, Democratic Repubic of Congo, Mozambique, Tanzania, Seychelles and Lesotho"
Paramount (EST/TVOD-Israel),Paramount (Israel) - 2017 EST/TVOD Content License Agreement - Services,"EST, TVOD",Content License Agreement,Vubiquity Management Limited,Asia,ASIA:Israel,
Paramount (EST/TVOD-Africa),Paramount (SEE) - 2017 EST/TVOD Content License Agreement - Services,TVOD,z_VOD Content License Agreement,Vubiquity Management Limited,SEE,,"Cyprus, Malta, Serbia, Slovenia, Croatia, Montenegro, Bosnia and Herzegovina"
Paramount (EST/TVOD-UK),Paramount (UK) - 2017 EST Content License Agreement - Services,EST,z_VOD Content License Agreement,Vubiquity Management Limited,Europe,,"""Territory"" means the United Kingdom of Great Britain and Northern Ireland (the ""UIC')."
Paramount (EST/TVOD-UK),Paramount (UK) - 2017 TVOD Content License Agreement,TVOD,z_VOD Content License Agreement,Vubiquity Management Limited,Europe,,"United Kingdom of Great Britain and Northern Ireland, Isle of Man, Channel Islands and Republic of Ireland"
Paramount Pictures Global (PPV/TVOD LatAm),Paramount Pics  (LATAM) - 2019 TVOD/PPV Content Licence Agrmt - Services,"PPV, TVOD",z_VOD Content License Agreement,Vubiquity Management Limited,"Caribbean, LATAM",,"To the extent Licensor holds rights in each territory, Anguilla, Aruba, Barbados, Bonaire, British Virgin Islands, Curacao, Dominica, Dominican Republic, Cayman Islands , Grenada, Haiti, Jamaica, Martinique, Montserrat, Saint Eustatius and Saba, St. Kitts and Nevis, St. Lucia, St. Maarten, St. Vincent and the Grenadines, Trinidad and Tobago, Turks and Caicos (collectively, the “Caribbean Territories” and each a “Caribbean Territory”); Argentina, Belize, Bolivia, Chile, Colombia, Costa Rica, Ecuador, El Salvador, Guatemala, Honduras, Mexico, Nicaragua, Panama, Paraguay, Peru, Suriname, Guyana, Uruguay, Venezuela (collectively, the “Latin American Territories” and each a “Latin American Territory”); and Brazil."
Paramount Pictures Global (ODD),Paramount Pics Global ODD - Amdt Ltr 4 2008 VOD/PPV Cont Licen Agrmt - Service,"PPV, TVOD",z_VOD Content License Agreement,OD Deutchland,Europe,,"Germany, Austria and German-speaking Switzerland*, Liechtenstein* and Luxembourg*"
Paramount Pictures Global (ODD),Paramount Pics Global ODD - Amdt Ltr 5 2008 VOD/PPV Cont Licen Agrmt - Service,"PPV, TVOD",z_VOD Content License Agreement,OD Deutchland,Europe,,"Germany, Austria and German-speaking Switzerland*, Liechtenstein* and Luxembourg*"
Paramount Pictures Global (ODD),Paramount Pics Global ODD - Ext Ltr#2 to 2008 VOD/PPV Cont Licen Agrmt - Service,"PPV, TVOD",z_VOD Content License Agreement,OD Deutchland,Europe,,"Germany, Austria and German-speaking Switzerland*, Liechtenstein* and Luxembourg*"
Paramount Pictures Global (ODD),Paramount Pictures Global (Europe) - 2008 VODPPV Contnt Licen Agrmt - Services,"PPV, TVOD",z_VOD Content License Agreement,OD Deutchland,Europe,,"Germany, Austria and German-speaking Switzerland*, Liechtenstein* and Luxembourg*"
Paramount Pictures Global (ODD),Paramount Pictures Global ODD - Amdt 1 2008 VOD/PPV Cont Licen Agrmt - Service,"PPV, TVOD",z_VOD Content License Agreement,OD Deutchland,Europe,,"Germany, Austria and German-speaking Switzerland*, Liechtenstein* and Luxembourg*"
Paramount Pictures Global (ODD),Paramount Pictures Global ODD - Amdt 2 2008 VOD/PPV Cont Licen Agrmt - Service,"PPV, TVOD",z_VOD Content License Agreement,OD Deutchland,Europe,,"Germany, Austria and German-speaking Switzerland*, Liechtenstein* and Luxembourg*"
Paramount Pictures Global (ODD),Paramount Pictures Global ODD - Amdt 3 2008 VOD/PPV Cont Licen Agrmt - Service,"PPV, TVOD",z_VOD Content License Agreement,OD Deutchland,Europe,,"Germany, Austria and German-speaking Switzerland*, Liechtenstein* and Luxembourg*"
Partner Communications Company Limited,Partner Communications - Carriage and Services Agreement - Amend 1 - Services,"Content Processing, EST, SVOD, TVOD",z_VOD Services Agreement,Vubiquity Management Limited,SEE,,
Partner Communications Company Limited,Partner Communications - Carriage and Services Agreement - Services,"Content Processing, EST, SVOD, TVOD",z_VOD Services Agreement,Vubiquity Management Limited,SEE,,
